0	0	
1	326	
2	355	
3	345	
4	370	
5	364	
6	384	
7	398	
8	392	
9	419	
10	432	
11	395	
12	445	
13	451	
14	461	
15	506	
16	516	
17	547	
18	593	
19	558	
20	576	
21	613	
22	593	
23	720	
24	717	
25	764	
26	769	
27	831	
28	866	
29	893	
30	885	
31	958	
32	1017	
33	1021	
34	1118	
35	1147	
36	1251	
37	1324	
38	1354	
39	1448	
40	1471	
41	1548	
42	1619	
43	1768	
44	1771	
45	1878	
46	1951	
47	2004	
48	2102	
49	2180	
50	2331	
51	2402	
52	2617	
53	2643	
54	2711	
55	2981	
56	2991	
57	3067	
58	3299	
59	3369	
60	3448	
61	3592	
62	3624	
63	3822	
64	3948	
65	4055	
66	4135	
67	4316	
68	4534	
69	4545	
70	4719	
71	4859	
72	5016	
73	5058	
74	5222	
75	5391	
76	5516	
77	5425	
78	5765	
79	5846	
80	5982	
81	6123	
82	6348	
83	6497	
84	6520	
85	6664	
86	6722	
87	6720	
88	6892	
89	6923	
90	7030	
91	7040	
92	7138	
93	7060	
94	7406	
95	7488	
96	7354	
97	7500	
98	7757	
99	7699	
100	7898	
101	7775	
102	7746	
103	7957	
104	7999	
105	8083	
106	8206	
107	7849	
108	8070	
109	8251	
110	8202	
111	8276	
112	8205	
113	8196	
114	8247	
115	8127	
116	8072	
117	8262	
118	8092	
119	8247	
120	7965	
121	7985	
122	8132	
123	8006	
124	7973	
125	8069	
126	7981	
127	8175	
128	7893	
129	7880	
130	7732	
131	7726	
132	7702	
133	7763	
134	7550	
135	7708	
136	7595	
137	7577	
138	7634	
139	7572	
140	7429	
141	7379	
142	7276	
143	7442	
144	7276	
145	7254	
146	7008	
147	6968	
148	7001	
149	7011	
150	6922	
151	7038	
152	6910	
153	6834	
154	6696	
155	6867	
156	6741	
157	6690	
158	6576	
159	6566	
160	6511	
161	6484	
162	6478	
163	6395	
164	6502	
165	6394	
166	6166	
167	6094	
168	6029	
169	6061	
170	6113	
171	5922	
172	5869	
173	6027	
174	5843	
175	5908	
176	5748	
177	5721	
178	5772	
179	5654	
180	5655	
181	5684	
182	5509	
183	5463	
184	5431	
185	5457	
186	5416	
187	5379	
188	5243	
189	5262	
190	5255	
191	5048	
192	5241	
193	5192	
194	5112	
195	4945	
196	4965	
197	5032	
198	5033	
199	5000	
200	4916	
201	4949	
202	4873	
203	4783	
204	4783	
205	4741	
206	4687	
207	4717	
208	4766	
209	4721	
210	4643	
211	4604	
212	4534	
213	4534	
214	4589	
215	4438	
216	4515	
217	4460	
218	4401	
219	4342	
220	4290	
221	4333	
222	4264	
223	4269	
224	4219	
225	4251	
226	4162	
227	4307	
228	4119	
229	4107	
230	4124	
231	4100	
232	4090	
233	4164	
234	3985	
235	3993	
236	3943	
237	3982	
238	3847	
239	3941	
240	3959	
241	3898	
242	3908	
243	3922	
244	3901	
245	3688	
246	3828	
247	3727	
248	3732	
249	3718	
250	3832	
251	3827	
252	3773	
253	3634	
254	3692	
255	3680	
256	3670	
257	3648	
258	3675	
259	3641	
260	3702	
261	3602	
262	3576	
263	3571	
264	3566	
265	3424	
266	3508	
267	3462	
268	3503	
269	3531	
270	3429	
271	3502	
272	3404	
273	3467	
274	3419	
275	3533	
276	3444	
277	3433	
278	3414	
279	3254	
280	3403	
281	3374	
282	3338	
283	3387	
284	3406	
285	3369	
286	3405	
287	3281	
288	3359	
289	3361	
290	3274	
291	3278	
292	3261	
293	3334	
294	3305	
295	3173	
296	3331	
297	3204	
298	3259	
299	3282	
300	3331	
301	3214	
302	3194	
303	3203	
304	3180	
305	3171	
306	3085	
307	3153	
308	3295	
309	3230	
310	3310	
311	3043	
312	3240	
313	3145	
314	3278	
315	3226	
316	3106	
317	3194	
318	3077	
319	3030	
320	3174	
321	3248	
322	3194	
323	3133	
324	3130	
325	3041	
326	3184	
327	3103	
328	3273	
329	3070	
330	3119	
331	3079	
332	3096	
333	3149	
334	3263	
335	2927	
336	3110	
337	3191	
338	3133	
339	3219	
340	3153	
341	3138	
342	3069	
343	3084	
344	3101	
345	3055	
346	3112	
347	3102	
348	3119	
349	3092	
350	3025	
351	3133	
352	3058	
353	3094	
354	3157	
355	3212	
356	3068	
357	3016	
358	3079	
359	3032	
360	3160	
361	3187	
362	3179	
363	3187	
364	3099	
365	3137	
366	3181	
367	3166	
368	3018	
369	3175	
370	3154	
371	3099	
372	3213	
373	3056	
374	3197	
375	3128	
376	3149	
377	3250	
378	3139	
379	3116	
380	3026	
381	3168	
382	3156	
383	3170	
384	3258	
385	3177	
386	3197	
387	3152	
388	3219	
389	3216	
390	3179	
391	3171	
392	3227	
393	3243	
394	3227	
395	3318	
396	3269	
397	3248	
398	3320	
399	3213	
400	3179	
401	3288	
402	3222	
403	3326	
404	3166	
405	3184	
406	3295	
